p_id,name,products,price,colour,brand,img,description,p_attributes,category,subcategory,fabric,occasion
14850438,Soch Women Black Trousers,Trousers,1298,Black,Soch,http://assets.myntassets.com/assets/images/14850438/2021/7/16/8f6bff77-8b42-4a01-8e4f-1b673b17d9a11626415050599SochWomenBlackTrousers1.jpg,"<ul> <li> Black woven trousers </li> <li> Regular fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: solid </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> </ul><br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28Cotton <br> Machine wash","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'Zip', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Cotton,Casual
12350158,RANGMANCH BY PANTALOONS Women Blue Regular Fit Printed Cigarette Trousers,Trousers,899,Blue,RANGMANCH BY PANTALOONS,http://assets.myntassets.com/assets/images/productimage/2020/8/26/616e08d7-3e28-4f9d-9813-e38dd59359bc1598393563247-1.jpg,"Blue printed mid-rise trousers and slip-on closureRegular Fit<br>The model (height 5'8"") is wearing a size 28Material: Cotton<br>  Machine Wash","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'Ethnic Print', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Print or Pattern Type': 'Ethnic Motifs', 'Type': 'Cigarette Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Cotton,Casual
1901152,SASSAFRAS Women Grey Solid Semi-Sheer Trousers,Trousers,899,Grey,SASSAFRAS,http://assets.myntassets.com/assets/images/1901152/2019/11/30/3ed2a995-9bb0-4de1-bdc4-4f8682aada131575115734924-SASSAFRAS-Women-Grey-Solid-Trousers-9011575115733879-1.jpg,"Grey solid high-rise semi-sheer trousers, has an elasticated waistbandThe model (height 5'8"") is wearing a size 28Cotton <br> Machine-wash","{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Smart', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'No Fly', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Type': 'Jodhpuris', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'High-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Cotton,Casual
15145746,Ira Soleil Women Blue Mid Rise Bootcut Trousers,Trousers,1499,Blue,Ira Soleil,http://assets.myntassets.com/assets/images/15145746/2021/8/14/397371ef-1e42-4550-ad27-0d9bdcdeec481628921228589IraSoleilWomenBlueBootcutTrousers1.jpg,"<ul><li>Blue knitted bootcut trousers</li><li>Regular fit</li><li>Mid-rise</li><li>Length: regular</li><li>Pattern: solid</li><li>Has slit detail</li><li>Flat-front, with no pleats design</li><li>Feature: plain</li></ul>Polyester <br> Hand wash<br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'No Fly', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Bootcut Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Hand Wash', 'Weave Type': 'Knitted'}",Trousers & Capris,Trousers,Polyester,Casual
15133464,Kotty Women Yellow Loose Fit High-Rise Parallel Trousers,Trousers,1999,Yellow,Kotty,http://assets.myntassets.com/assets/images/15133464/2021/8/13/5fe90b80-5010-4779-a9e7-5ef56358c4991628839036819Trousers1.jpg,"<ul><li>Yellow knitted parallel</li><li>Loose fit</li><li>High-rise</li><li>Length: regular</li><li>Pattern: solid</li><li>Flat-front, with no pleats design</li><li>Feature: plain</li><li>2 pockets</li></ul>Other <br> Hand wash<br> Fit: Loose Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '324', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Other', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Loose Fit', 'Fly Type': 'Zip', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Parallel Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'High-Rise', 'Wash Care': 'Hand Wash', 'Weave Type': 'Knitted'}",Trousers & Capris,Trousers,Other,Casual
15094512,max Women Mustard Yellow Loose Fit Pleated Parallel Trousers,Trousers,799,Mustard,max,http://assets.myntassets.com/assets/images/15094512/2021/8/10/1c8f23d8-03e1-4eac-b0cb-a15211ee68aa1628586460808Trousers1.jpg,<ul> <li> Mustard yellow woven parallel </li> <li> Loose fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: solid </li> <li> Pleated design </li> <li> Feature:  plain </li> </ul>Viscose rayon <br> Machine wash<br> Fit: Loose Fit <br> The model (height 5'8) is wearing a size 28,"{'Add-Ons': 'NA', 'Body Shape ID': '324', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Viscose Rayon', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Loose Fit', 'Fly Type': 'No Fly', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Parallel Trousers', 'Type of Pleat': 'Pleated', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Viscose Rayon,Casual
15458288,RANGMANCH BY PANTALOONS Women Pink Trousers,Trousers,799,Pink,RANGMANCH BY PANTALOONS,http://assets.myntassets.com/assets/images/15458288/2021/9/15/e5e6c30d-fea4-4b6a-a992-ed5a8ed5de601631686131669RANGMANCHBYPANTALOONSWomenPinkTrousers1.jpg,"<ul> <li> Pink woven trousers </li> <li> Regular fit </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: solid </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> </ul><br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28Cotton <br> Machine wash","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'Zip', 'Length': 'Cropped', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Cotton,Casual
15599728,RIVI Women Blue Slim Fit Easy Wash Cigerette Trousers,Trousers,1500,Blue,RIVI,http://assets.myntassets.com/assets/images/15599728/2021/9/25/7e0e2356-8e3e-4318-bf50-f00b0263b0d91632574475032RIVIWomenBlueSlimFitEasyWashCigeretteTrousers1.jpg,"<ul> <li> Blue woven cigerette </li> <li> Slim fit </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: solid </li> <li> Flat-front, with no pleats design </li> <li> Feature:  easy wash </li> </ul>Shell: 100% Polyester&nbsp;<br>Lining:&nbsp;100% premium cotton<br>Machine wash<br> Fit: Slim Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'Cotton', 'Features': 'Easy Wash', 'Fit': 'Slim Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Cigarette Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Polyester,Casual
15533684,Myshka Women Taupe Trousers,Trousers,1999,Taupe,Myshka,http://assets.myntassets.com/assets/images/15533684/2021/9/20/9655c585-e2c8-4fc4-b379-6be86477e3f71632124514268MyshkaWomenGreyParallelTrousers1.jpg,"<ul> <li> Taupe woven parallel </li> <li> Regular fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: solid </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> </ul>Cotton <br> Machine wash<br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Care for me': 'Machine Wash in cold water (30 degree C or low) to avoid shrinkage\r\nLine-dry in shade to avoid yellowing\r\nFor whites, wash with non-chlorine bleach on a hot water setting\r\nIron when slightly damp', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'No Fly', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Parallel Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Cotton,Casual
15501782,R26 Women White Floral Printed Trousers,Trousers,3200,White,R26,http://assets.myntassets.com/assets/images/15501782/2021/9/16/97c29685-9a72-42f2-a148-8e45f09e631b1631794512989R26WomenWhiteFloralPrintedTrousers1.jpg,"<ul> <li> White knitted trousers </li> <li> Regular fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: floral printed </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> <li> 3 pockets </li> <li> Comes with a chain </li> </ul><br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28Polyester <br> Machine wash","{'Add-Ons': 'Comes with a chain', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'Zip', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': '3', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Print or Pattern Type': 'Floral', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}",Trousers & Capris,Trousers,Polyester,Casual
15501766,R26 Women Orange Floral Printed Loose Fit Trousers,Trousers,3800,Orange,R26,http://assets.myntassets.com/assets/images/15501766/2021/9/17/7acd5625-c81b-4ed1-a16f-e9739ab207ed1631883382407R26WomenOrangeFloralPrintedLooseFitTrousers1.jpg,"<ul> <li> Orange knitted trousers </li> <li> Loose fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: floral printed </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> <li> 2 pockets </li> </ul>Polyester <br> Machine wash<br> Fit: Loose Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '324', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Loose Fit', 'Fly Type': 'Zip', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Print or Pattern Type': 'Floral', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}",Trousers & Capris,Trousers,Polyester,Casual
15561882,Oxolloxo Women Black Printed Pleated Trousers,Trousers,2599,Black,Oxolloxo,http://assets.myntassets.com/assets/images/15561882/2021/9/21/c3df4eb1-bd85-4547-bd87-82539f0e44f01632237380115OxolloxoWomenBlackPrintedTrousers1.jpg,<ul> <li> Black woven trousers </li> <li> Regular fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: conversational printed </li> <li> Pleated design </li> <li> Feature:  plain </li> <li> 2 pockets </li> </ul><br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28Polyester <br> Machine wash,"{'Add-Ons': 'NA', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'No Fly', 'Length': 'Regular', 'Main Trend': 'Conversational Print', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Printed', 'Print or Pattern Type': 'Conversational', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Pleated', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Polyester,Casual
15561270,People Women Olive Green Skinny Fit High-Rise Trousers,Trousers,999,Olive,People,http://assets.myntassets.com/assets/images/15561270/2021/9/22/2561f9d1-6947-40b5-b459-a049f644321b1632272362869PeopleWomenOliveGreenSkinnyFitHigh-RiseTrousers1.jpg,"<ul> <li> Olive green woven trousers </li> <li> Skinny fit </li> <li> High-rise </li> <li> Length:  cropped </li> <li> Pattern: solid </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> <li> 2 pockets </li> </ul>Other <br> Machine wash<br> Fit: Skinny Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Slip-On', 'Fabric': 'Other', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Skinny Fit', 'Fly Type': 'Zip', 'Length': 'Cropped', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Solid', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'High-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Woven'}",Trousers & Capris,Trousers,Other,Casual
15580008,R26 Women Grey & Blue Striped Slim Fit Trousers,Trousers,2800,Grey,R26,http://assets.myntassets.com/assets/images/15580008/2021/9/23/5517255b-36e4-4762-af1b-f1b95597cd511632388853874R26WomenGreyStripedLooseFitTrousers1.jpg,"<ul> <li> Grey knitted trousers </li> <li> Slim fit </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: striped </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> <li> 2 pockets </li> </ul><br> Fit: Slim Fit <br> The model (height 5'8) is wearing a size 28Polyester <br> Machine wash","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Drawstring', 'Fabric': 'Polyester', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Slim Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Striped', 'Print or Pattern Type': 'Striped', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}",Trousers & Capris,Trousers,Polyester,Casual
15616456,AMERICAN EAGLE OUTFITTERS Women Blue Striped Parallel Trousers,Trousers,3499,Blue,AMERICAN EAGLE OUTFITTERS,http://assets.myntassets.com/assets/images/15616456/2021/9/25/397b086c-e56e-494e-b4e7-e73feaf09d731632572251076AMERICANEAGLEOUTFITTERSWomenBlueStripedParallelTrousers1.jpg,"<ul> <li> Blue knitted parallel </li> <li> Regular fit </li> <li> Mid-rise </li> <li> Length:  regular </li> <li> Pattern: striped </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> <li> 2 pockets </li> <li> Comes with a belt </li> </ul>Viscose rayon <br> Machine wash<br> Fit: Regular Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'Comes with a belt', 'Body Shape ID': '443,333,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Character': 'NA', 'Closure': 'Drawstring', 'Fabric': 'Viscose Rayon', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Regular Fit', 'Fly Type': 'Zip', 'Length': 'Regular', 'Main Trend': 'New Basics', 'Multipack Set': 'NA', 'Number of Pockets': '2', 'Occasion': 'Casual', 'Pattern': 'Striped', 'Print or Pattern Type': 'Striped', 'Sustainable': 'Regular', 'Type': 'Parallel Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Machine Wash', 'Weave Type': 'Knitted'}",Trousers & Capris,Trousers,Viscose Rayon,Casual
15743342,PINKSKY Women Black Embroidered Smart Slim Fit Trousers,Trousers,3850,Black,PINKSKY,http://assets.myntassets.com/assets/images/15743342/2021/10/19/c7b410e7-bed9-4453-8dc0-d387a33de8ba1634620181617-PINKSKY-Women-Trousers-8981634620181088-1.jpg,"<ul> <li> Black woven trousers </li> <li> Slim fit </li> <li> Brand Fit: smart </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: solid embroidered </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> </ul>Cotton<br>Mild hand washBrand Fit: Smart <br> Fit: Slim Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Smart', 'Care for me': 'Machine Wash in cold water (30 degree C or low) to avoid shrinkage\r\nLine-dry in shade to avoid yellowing\r\nFor whites, wash with non-chlorine bleach on a hot water setting\r\nIron when slightly damp', 'Character': 'NA', 'Closure': 'Zip', 'Contact Brand or Retailer for pre-sales product queries': 'support@pinksky.in', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Slim Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'Abstract', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Hand Wash', 'Weave Type': 'Woven', 'Where-to-wear': 'casual'}",Trousers & Capris,Trousers,Cotton,Casual
15743324,PINKSKY Women Blue Embroidered Smart Slim Fit Chambray Trousers,Trousers,3850,Blue,PINKSKY,http://assets.myntassets.com/assets/images/15743324/2021/10/18/a6c77ca4-a542-4a40-8cdf-61c08eb2701e1634559146813-PINKSKY-Women-Trousers-7041634559146085-1.jpg,"<ul> <li> Blue chambray trousers </li> <li> Slim fit </li> <li> Brand Fit: smart </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: solid embroidered </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> </ul>Cotton<br>Mild hand washBrand Fit: Smart <br> Fit: Slim Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Smart', 'Care for me': 'Machine Wash in cold water (30 degree C or low) to avoid shrinkage\r\nLine-dry in shade to avoid yellowing\r\nFor whites, wash with non-chlorine bleach on a hot water setting\r\nIron when slightly damp', 'Character': 'NA', 'Closure': 'Zip', 'Contact Brand or Retailer for pre-sales product queries': 'support@pinksky.in', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Slim Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'Abstract', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Hand Wash', 'Weave Type': 'Chambray', 'Where-to-wear': 'casual'}",Trousers & Capris,Trousers,Cotton,Casual
15743322,PINKSKY Women Grey Smart Slim Fit Trousers,Trousers,3850,Grey,PINKSKY,http://assets.myntassets.com/assets/images/15743322/2021/10/18/3a886826-769f-4252-8e54-d020de7211aa1634559133780-PINKSKY-Women-Trousers-6521634559133177-1.jpg,"<ul> <li> Grey woven trousers </li> <li> Slim fit </li> <li> Brand Fit: smart </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: geometric self design </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> </ul>Cotton<br>Mild hand washBrand Fit: Smart <br> Fit: Slim Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Smart', 'Care for me': 'Machine Wash in cold water (30 degree C or low) to avoid shrinkage\r\nLine-dry in shade to avoid yellowing\r\nFor whites, wash with non-chlorine bleach on a hot water setting\r\nIron when slightly damp', 'Character': 'NA', 'Closure': 'Zip', 'Contact Brand or Retailer for pre-sales product queries': 'support@pinksky.in', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Slim Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'Abstract', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Self Design', 'Print or Pattern Type': 'Geometric', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Hand Wash', 'Weave Type': 'Woven', 'Where-to-wear': 'casual'}",Trousers & Capris,Trousers,Cotton,Casual
15743320,PINKSKY Women Black Embroidered Smart Slim Fit Trousers,Trousers,3850,Black,PINKSKY,http://assets.myntassets.com/assets/images/15743320/2021/10/19/6ccaaebb-96c8-4a03-9212-52041ccf574b1634613850274-PINKSKY-Women-Trousers-471634613849680-1.jpg,"<ul> <li> Black woven trousers </li> <li> Slim fit </li> <li> Brand Fit: smart </li> <li> Mid-rise </li> <li> Length:  cropped </li> <li> Pattern: solid embroidered </li> <li> Flat-front, with no pleats design </li> <li> Feature:  plain </li> </ul>Cotton<br>Mild hand washBrand Fit: Smart <br> Fit: Slim Fit <br> The model (height 5'8) is wearing a size 28","{'Add-Ons': 'NA', 'Body Shape ID': '443,424', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'Smart', 'Care for me': 'Machine Wash in cold water (30 degree C or low) to avoid shrinkage\r\nLine-dry in shade to avoid yellowing\r\nFor whites, wash with non-chlorine bleach on a hot water setting\r\nIron when slightly damp', 'Character': 'NA', 'Closure': 'Zip', 'Contact Brand or Retailer for pre-sales product queries': 'support@pinksky.in', 'Fabric': 'Cotton', 'Fabric 2': 'NA', 'Features': 'Plain', 'Fit': 'Slim Fit', 'Fly Type': 'No Fly', 'Length': 'Cropped', 'Main Trend': 'Abstract', 'Multipack Set': 'NA', 'Number of Pockets': 'NA', 'Occasion': 'Casual', 'Pattern': 'Embroidered', 'Print or Pattern Type': 'Solid', 'Sustainable': 'Regular', 'Type': 'Regular Trousers', 'Type of Pleat': 'Flat-Front', 'Waist Rise': 'Mid-Rise', 'Wash Care': 'Hand Wash', 'Weave Type': 'Woven', 'Where-to-wear': 'casual'}",Trousers & Capris,Trousers,Cotton,Casual
